Artiste,Annee,Album,Url,Style
Bring Me The Horizon,2006,Count Your Blessings,https://www.azlyrics.com/lyrics/bringmethehorizon/offtheheezay.html,rock
Bring Me The Horizon,2019,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,https://www.azlyrics.com/lyrics/bringmethehorizon/stealsomething.html,rock
Eminem,2014,Shady XV,https://www.azlyrics.com/lyrics/eminem/fineline.html,rap
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/bepreparedforhell.html,rock
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/antivist.html,rock
Eminem,1998,Slim Shady EP,https://www.azlyrics.com/lyrics/eminem/introslimshady.html,rap
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/hostage.html,pop
Mac Miller,2018,Swimming,https://www.azlyrics.com/lyrics/macmiller/2009.html,rap
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/ihateeveryone.html,rock
DREAMERS,2019,LAUNCH FLY LAND,https://www.azlyrics.com/lyrics/dreamers/vampireinthesun.html,rock
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/abigail.html,rock
Mac Miller,2016,The Divine Feminine,https://www.azlyrics.com/lyrics/macmiller/congratulations.html,rap
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/upthere.html,rap
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/thekids.html,rap
Motionless in White,2014,Reincarnate,https://www.azlyrics.com/lyrics/motionlessinwhite/everybodysellscocaine.html,rock
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/dieforyou.html,rock
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/thedevilini.html,rock
Falling In Reverse,2011,The Drug In Me Is You,https://www.azlyrics.com/lyrics/fallinginreverse/caughtlikeafly.html,rock
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/goddamn.html,rock
Post Malone,2016,August 26,https://www.azlyrics.com/lyrics/postmalone/ohgod.html,rap
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/justlikeyou.html,rock
Slipknot,1999,Slipknot,https://www.azlyrics.com/lyrics/slipknot/liberate.html,rock
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/thechristmassongchestnutsroastingonanopenfire.html,pop
Mac Miller,2011,Blue Slide Park,https://www.azlyrics.com/lyrics/macmiller/partyonfifthave.html,rap
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/suplexesinsideofcomplexesandduplexes.html,rap
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/somedayatchristmas.html,pop
Mac Miller,2018,Swimming,https://www.azlyrics.com/lyrics/macmiller/smallworlds.html,rap
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/idontwannabeyouanymore.html,pop
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/heavymetal.html,rock
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/thevirusoflife.html,rock
Motionless in White,2007,The Whorror,https://www.azlyrics.com/lyrics/motionlessinwhite/black.html,rock
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/onlythingievergetforchristmas.html,pop
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/drips.html,rap
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/thefestival.html,rap
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/thespins.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/comptii.html,rock
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/survival.html,rap
Bring Me The Horizon,2010,"There Is A Hell, Believe Me I've Seen It. There Is A Heaven, Let's Keep It A Secret",https://www.azlyrics.com/lyrics/bringmethehorizon/visions.html,rock
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/weare.html,pop
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/someonelikeyou.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/immaculatemisconception.html,rock
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/arose.html,rap
Bring Me The Horizon,2004,The Bedroom Sessions,https://www.azlyrics.com/lyrics/bringmethehorizon/whowantsflowerswhenyouredeadnobody.html,rock
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/nikesonmyfeet.html,rap
Eminem,2009,Relapse: Refill,https://www.azlyrics.com/lyrics/eminem/musicbox.html,rap
Bring Me The Horizon,2019,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,https://www.azlyrics.com/lyrics/bringmethehorizon/895551.html,rock
Eminem,2014,Shady XV,https://www.azlyrics.comtps://www.azlyrics.com/lyrics/d12/bane.html,rap
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/rapgod.html,rap
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/whatshatnin.html,pop
DREAMERS,2014,Dreamers,https://www.azlyrics.com/lyrics/dreamers/wolvesyougotme.html,rock
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/bellyache.html,pop
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/whenimgone.html,rap
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/groundhogday.html,rap
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/thestarroom.html,rap
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/goodbye.html,pop
Post Malone,2016,August 26,https://www.azlyrics.com/lyrics/postmalone/hollywooddreamscomedown.html,rap
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/psychosocial.html,rock
Slipknot,1996,Mate.Feed.Kill.Repeat,https://www.azlyrics.com/lyrics/slipknot/dogfishrising.html,rock
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/drummerboy.html,pop
Mac Miller,2011,"I Love Life, Thank You",https://www.azlyrics.com/lyrics/macmiller/peopleunderthestairs.html,rap
Eminem,1998,Slim Shady EP,https://www.azlyrics.com/lyrics/eminem/justdontgiveafuck.html,rap
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/guiltyconscience.html,rap
Mac Miller,2011,"I Love Life, Thank You",https://www.azlyrics.com/lyrics/macmiller/themillerfamilyreunion.html,rap
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/youforia.html,rap
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/nooption.html,rap
Justin Bieber,2013,Believe Acoustic,https://www.azlyrics.com/lyrics/justinbieber/nothinglikeus.html,pop
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/goodbye.html,rock
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/570.html,rock
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/singforthemoment.html,rap
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/thedivineinfection.html,rock
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/soft.html,rock
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/circle.html,rock
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/kenkaniffskit.html,rap
Justin Bieber,2011,Never Say Never - The Remixes,https://www.azlyrics.com/lyrics/justinbieber/overboardlive.html,pop
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/cobwebs.html,rock
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/falala.html,pop
Justin Bieber,2009,My World,https://www.azlyrics.com/lyrics/justinbieber/onelesslonelygirl.html,pop
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/devilsnight.html,rock
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/downtherabbithole.html,rap
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/therealslimshady.html,rap
Mac Miller,2011,Blue Slide Park,https://www.azlyrics.com/lyrics/macmiller/diamondsgold.html,rap
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/theonethatkillstheleast.html,rock
Post Malone,2019,Hollywood's Bleeding,https://www.azlyrics.com/lyrics/postmalone/goodbyes.html,rap
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/nomadic.html,rock
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/loungeskit.html,rap
Motionless in White,2014,Reincarnate,https://www.azlyrics.com/lyrics/motionlessinwhite/puppets3thegrandfinale.html,rock
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/sessionone.html,rap
Mac Miller,2013,Delusional Thomas,https://www.azlyrics.com/lyrics/macmiller/thejesuits.html,rap
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/shesaid.html,rap
Mac Miller,2020,Circles,https://www.azlyrics.com/lyrics/macmiller/goodnews.html,rap
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/aquarium.html,rap
Eminem,1996,Infinite,https://www.azlyrics.com/lyrics/eminem/tonight.html,rap
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/overnow.html,rap
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/thingsgetworse.html,rap
Mac Miller,2009,The Jukebox: Prelude To Class Clown,https://www.azlyrics.com/lyrics/macmiller/barzfordayz.html,rap
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/sarcastrophe.html,rock
Eminem,1998,Slim Shady EP,https://www.azlyrics.com/lyrics/eminem/justthetwoofus.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/scissorhandsthelastsnow.html,rock
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/wherehaveyoubeen.html,rock
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/bde.html,rap
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/notafraid.html,rap
Eminem,2018,Kamikaze,https://www.azlyrics.com/lyrics/eminem/niceguy.html,rap
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/purpose.html,pop
Justin Bieber,2009,My World,https://www.azlyrics.com/lyrics/justinbieber/loveme.html,pop
Slipknot,1999,Slipknot,https://www.azlyrics.com/lyrics/slipknot/waitandbleed.html,rock
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/wedding.html,rap
Eminem,2003,Straight From The Lab,https://www.azlyrics.com/lyrics/eminem/comeonin.html,rap
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/mystrangeaddiction.html,pop
Eminem,2006,Eminem Presents The Re-Up,https://www.azlyrics.com/lyrics/eminem/noapologies.html,rap
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/threenil.html,rock
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/lech.html,rock
Eminem,2018,Kamikaze,https://www.azlyrics.com/lyrics/eminem/greatest.html,rap
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/rockbottom.html,rap
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/gematriathekillingname.html,rock
Post Malone,2019,Hollywood's Bleeding,https://www.azlyrics.com/lyrics/postmalone/circles.html,rap
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/sugarwraith.html,rap
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/nolove.html,rap
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/pray.html,pop
Justin Bieber,2011,Never Say Never - The Remixes,https://www.azlyrics.com/lyrics/justinbieber/somebodytoloveremix.html,pop
Mac Miller,2013,Delusional Thomas,https://www.azlyrics.com/lyrics/macmiller/grandpausedtocarryaflask.html,rap
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/whatdoyoumeanremix.html,pop
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/drwestskit.html,rap
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/100grandkids.html,rap
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/thoughtsfromabalcony.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/londoninterror.html,rock
Justin Bieber,2012,Believe,https://www.azlyrics.com/lyrics/justinbieber/onelove.html,pop
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/america.html,rap
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/guillotineivthefinalchapter.html,rock
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/itsoverwhenitsover.html,rock
Eminem,1996,Infinite,https://www.azlyrics.com/lyrics/eminem/never2far.html,rap
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/iwill.html,rap
Bring Me The Horizon,2008,Suicide Season,https://www.azlyrics.com/lyrics/bringmethehorizon/itwaswritteninblood.html,rock
Motionless in White,2014,Reincarnate,https://www.azlyrics.com/lyrics/motionlessinwhite/deathmarch.html,rock
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/whiteamerica.html,rap
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/97bonnieandclyde.html,rap
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/renegade.html,rap
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/sorry.html,pop
Falling In Reverse,2011,The Drug In Me Is You,https://www.azlyrics.com/lyrics/fallinginreverse/goodgirlsbadguys.html,rock
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/biglie.html,rap
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/thedeparture.html,rock
Mac Miller,2018,Swimming,https://www.azlyrics.com/lyrics/macmiller/perfecto.html,rap
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/skinticket.html,rock
Mac Miller,2013,Delusional Thomas,https://www.azlyrics.com/lyrics/macmiller/melvin.html,rap
Mac Miller,2009,The High Life,https://www.azlyrics.com/lyrics/macmiller/imready.html,rap
DREAMERS,2016,This Album Does Not Exist,https://www.azlyrics.com/lyrics/dreamers/shootingshadows.html,rock
Mac Miller,2009,The Jukebox: Prelude To Class Clown,https://www.azlyrics.com/lyrics/macmiller/keepmealive.html,rap
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/hospitalforsouls.html,rock
Slipknot,2019,We Are Not Your Kind,https://www.azlyrics.com/lyrics/slipknot/deathbecauseofdeath.html,rock
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/notmytypedeadasfuck2.html,rock
Motionless in White,2007,The Whorror,https://www.azlyrics.com/lyrics/motionlessinwhite/shenevermadeittotheemergencyroom.html,rock
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/christmaseve.html,pop
DREAMERS,2019,LAUNCH FLY LAND,https://www.azlyrics.com/lyrics/dreamers/diehappy.html,rock
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/liketoysoldiers.html,rap
Slipknot,1999,Slipknot,https://www.azlyrics.com/lyrics/slipknot/tatteredandtorn.html,rock
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/themonster.html,rap
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/diablo.html,rap
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/trust.html,pop
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/soldier.html,rap
Mac Miller,2009,The High Life,https://www.azlyrics.com/lyrics/macmiller/castlemadeofsand.html,rap
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/chasingrainbows.html,rock
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/inthedark.html,rock
Mac Miller,2009,The High Life,https://www.azlyrics.com/lyrics/macmiller/thefinerthings.html,rap
Mac Miller,2020,Circles,https://www.azlyrics.com/lyrics/macmiller/complicated.html,rap
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/leavingheaven.html,rap
Mac Miller,2011,On And On And Beyond,https://www.azlyrics.com/lyrics/macmiller/anothernight.html,rap
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/imback.html,rap
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/mantra.html,rock
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/silentnight.html,pop
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/tilwedie.html,rock
Post Malone,2019,Hollywood's Bleeding,https://www.azlyrics.com/lyrics/postmalone/sunflower.html,rap
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/candypaint.html,rap
Bring Me The Horizon,2006,Count Your Blessings,https://www.azlyrics.com/lyrics/bringmethehorizon/forsteviewonderseyesonlybraille.html,rock
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/billyin4cneversawitcoming.html,rock
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/alliwantisyou.html,rap
Justin Bieber,2010,My World 2.0,https://www.azlyrics.com/lyrics/justinbieber/somebodytolove.html,pop
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/untouchable.html,rap
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/stilldontgiveafuck.html,rap
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/rightnow.html,rock
Eminem,2018,Kamikaze,https://www.azlyrics.com/lyrics/eminem/paulskit692198.html,rap
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/wontbackdown.html,rap
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/idontmind.html,rock
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/fuckemall.html,rap
Justin Bieber,2012,Believe,https://www.azlyrics.com/lyrics/justinbieber/fairytale.html,pop
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/rememberme.html,rap
Mac Miller,2020,Circles,https://www.azlyrics.com/lyrics/macmiller/everybody.html,rap
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/wheniwasolder.html,pop
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/cutthecheck.html,rap
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/nowherefast.html,rap
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/ifitsdeadwellkillit.html,rock
Bring Me The Horizon,2004,The Bedroom Sessions,https://www.azlyrics.com/lyrics/bringmethehorizon/dragonslaying.html,rock
Mac Miller,2011,"I Love Life, Thank You",https://www.azlyrics.com/lyrics/macmiller/justakid.html,rap
Mac Miller,2009,The High Life,https://www.azlyrics.com/lyrics/macmiller/justmyimagination.html,rap
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/iamhated.html,rock
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/loudfuckit.html,rock
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/thumbalina.html,rap
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/squaredance.html,rap
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/onfire.html,rap
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/wonderfullife.html,rock
Justin Bieber,2012,Believe,https://www.azlyrics.com/lyrics/justinbieber/takeyou.html,pop
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/killpop.html,rock
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/almostfamous.html,rap
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/burnedatbothends.html,rock
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/badday.html,pop
Motionless in White,2019,Disguise,https://www.azlyrics.com/lyrics/motionlessinwhite/anotherlife.html,rock
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/otherside.html,rap
Eminem,2003,Straight From The Lab,https://www.azlyrics.com/lyrics/eminem/iloveyoumore.html,rap
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/encorecurtainsdown.html,rap
Bring Me The Horizon,2019,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,https://www.azlyrics.com/lyrics/bringmethehorizon/895547.html,rock
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/rainman.html,rap
Justin Bieber,2009,My World,https://www.azlyrics.com/lyrics/justinbieber/downtoearth.html,pop
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/vitamins.html,rap
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/intheair.html,rap
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/shenevermadeittotheemergencyroom232910.html,rock
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/changeme.html,pop
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/stayaway.html,rock
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/backpack.html,pop
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/mistletoe.html,pop
Slipknot,1999,Slipknot,https://www.azlyrics.com/lyrics/slipknot/onlyone2166.html,rock
Eminem,2014,Shady XV,https://www.azlyrics.comtps://www.azlyrics.com/lyrics/badmeetsevil/vegas.html,rap
Motionless in White,2019,Disguise,https://www.azlyrics.com/lyrics/motionlessinwhite/brandnewnumb.html,rock
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/children.html,pop
Justin Bieber,2013,Believe Acoustic,https://www.azlyrics.com/lyrics/justinbieber/iwould.html,pop
Slipknot,2019,We Are Not Your Kind,https://www.azlyrics.com/lyrics/slipknot/neroforte.html,rock
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/fatal.html,rock
DREAMERS,2016,You Are Here,https://www.azlyrics.com/lyrics/dreamers/wolvesyougotme.html,rock
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/uber.html,rap
Mac Miller,2009,The Jukebox: Prelude To Class Clown,https://www.azlyrics.com/lyrics/macmiller/snapback.html,rap
Post Malone,2016,August 26,https://www.azlyrics.com/lyrics/postmalone/40funk.html,rap
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/paranoid.html,rap
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/littleengine.html,rap
Mac Miller,2011,"I Love Life, Thank You",https://www.azlyrics.com/lyrics/macmiller/coldfeet.html,rap
Justin Bieber,2009,My World,https://www.azlyrics.com/lyrics/justinbieber/onetime.html,pop
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/leftbehind.html,rock
Mac Miller,2011,Blue Slide Park,https://www.azlyrics.com/lyrics/macmiller/missedcalls.html,rap
Eminem,2006,Eminem Presents The Re-Up,https://www.azlyrics.com/lyrics/eminem/youdontknow.html,rap
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/sunlight.html,rap
Motionless in White,2019,Disguise,https://www.azlyrics.com/lyrics/motionlessinwhite/disguise.html,rock
Bring Me The Horizon,2019,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,https://www.azlyrics.com/lyrics/bringmethehorizon/deaddolphinsoundsaidbraingrowthinunbornchildvirtualtherapynaturehealing2hours.html,rock
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/bigweenie.html,rap
Eminem,1998,Slim Shady EP,https://www.azlyrics.com/lyrics/eminem/ifihad.html,rap
Mac Miller,2009,The High Life,https://www.azlyrics.com/lyrics/macmiller/oneofakind.html,rap
Justin Bieber,2020,Changes,https://www.azlyrics.com/lyrics/justinbieber/getme.html,pop
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/rhymeorreason.html,rap
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/vermilionpt2bloodstonemix.html,rock
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/kim.html,rap
Bring Me The Horizon,2010,"There Is A Hell, Believe Me I've Seen It. There Is A Heaven, Let's Keep It A Secret",https://www.azlyrics.com/lyrics/bringmethehorizon/alligatorblood.html,rock
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/iowa.html,rock
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/dejavu.html,rap
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/deadmemories.html,rock
Justin Bieber,2010,My World 2.0,https://www.azlyrics.com/lyrics/justinbieber/up.html,pop
Motionless in White,2014,Reincarnate,https://www.azlyrics.com/lyrics/motionlessinwhite/reincarnate.html,rock
Post Malone,2016,August 26,https://www.azlyrics.com/lyrics/postmalone/neverunderstand.html,rap
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/spoilmynight.html,rap
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/3am.html,rap
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/beenyou.html,pop
