Artiste,Annee,Album,Url,Style
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/takinshots.html,rap
Falling In Reverse,2011,The Drug In Me Is You,https://www.azlyrics.com/lyrics/fallinginreverse/imnotavampire.html,rock
Justin Bieber,2013,Believe Acoustic,https://www.azlyrics.com/lyrics/justinbieber/boyfriendacousticversion.html,pop
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/curtainsupencoreversion.html,rap
Justin Bieber,2010,My World 2.0,https://www.azlyrics.com/lyrics/justinbieber/usmile.html,pop
DREAMERS,2016,This Album Does Not Exist,https://www.azlyrics.com/lyrics/dreamers/painkiller.html,rock
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/peopleshit.html,rock
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/holdtight.html,pop
Falling In Reverse,2011,The Drug In Me Is You,https://www.azlyrics.com/lyrics/fallinginreverse/thewesterner.html,rock
Eminem,2014,Shady XV,https://www.azlyrics.com/lyrics/eminem/shadyxv.html,rap
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/thefeeling.html,pop
DREAMERS,2014,Dreamers,https://www.azlyrics.com/lyrics/dreamers/mylittlematch.html,rock
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/mockingbird.html,rap
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/iwishyouweregay.html,pop
Mac Miller,2018,Swimming,https://www.azlyrics.com/lyrics/macmiller/hurtfeelings.html,rap
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/dontmindifido.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/puppetsthefirstsnow.html,rock
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/copycat.html,pop
Eminem,2006,Eminem Presents The Re-Up,https://www.azlyrics.com/lyrics/eminem/trapped.html,rap
Justin Bieber,2015,Purpose,https://www.azlyrics.comtps://www.azlyrics.com/lyrics/jacku/wherearenow.html,pop
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/homethischristmas.html,pop
Eminem,2014,Shady XV,https://www.azlyrics.com/lyrics/eminem/loseyourselforiginaldemoversion.html,rap
Mac Miller,2011,On And On And Beyond,https://www.azlyrics.com/lyrics/macmiller/lifeainteasy.html,rap
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/poppy.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/undeadahead.html,rock
Justin Bieber,2012,Believe,https://www.azlyrics.com/lyrics/justinbieber/justlikethem.html,pop
Bring Me The Horizon,2006,Count Your Blessings,https://www.azlyrics.com/lyrics/bringmethehorizon/prayforplagues.html,rock
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/cleaninoutmycloset.html,rap
Mac Miller,2020,Circles,https://www.azlyrics.com/lyrics/macmiller/thatsonme.html,rap
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/brandname.html,rap
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/tooyoung.html,rap
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/objectsinthemirror.html,rap
Eminem,2014,Shady XV,https://www.azlyrics.comtps://www.azlyrics.com/lyrics/slaughterhouse/psychopathkiller.html,rap
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/heat.html,rap
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/bestdayever.html,rap
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/rushhour.html,rap
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/lockitup.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/creatures.html,rock
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/ok.html,rap
Mac Miller,2016,The Divine Feminine,https://www.azlyrics.com/lyrics/macmiller/planetgoddamn.html,rap
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/coldwindblows.html,rap
Eminem,2014,Shady XV,https://www.azlyrics.comtps://www.azlyrics.com/lyrics/slaughterhouse/yallreadyknow.html,rap
Slipknot,1996,Mate.Feed.Kill.Repeat,https://www.azlyrics.com/lyrics/slipknot/somefeel.html,rock
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/thebitterend.html,rock
Justin Bieber,2012,Believe,https://www.azlyrics.com/lyrics/justinbieber/fall.html,pop
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/carefulwhatyouwishfor.html,rap
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/publicserviceannouncement2000skit.html,rap
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/underdog.html,rock
Falling In Reverse,2011,The Drug In Me Is You,https://www.azlyrics.com/lyrics/fallinginreverse/thedruginmeisyou.html,rock
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/remember.html,rap
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/selfdestructpersonality.html,rock
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/seniorskipday.html,rap
Mac Miller,2011,Blue Slide Park,https://www.azlyrics.com/lyrics/macmiller/loitering.html,rap
Mac Miller,2009,The Jukebox: Prelude To Class Clown,https://www.azlyrics.com/lyrics/macmiller/mylady.html,rap
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/puke.html,rap
Bring Me The Horizon,2006,Count Your Blessings,https://www.azlyrics.com/lyrics/bringmethehorizon/liquorlovelost.html,rock
Slipknot,2008,All Hope Is Gone,https://www.azlyrics.com/lyrics/slipknot/butchershook.html,rock
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/override.html,rock
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/itsbeenreal.html,rap
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/noregrets.html,rap
Bring Me The Horizon,2010,"There Is A Hell, Believe Me I've Seen It. There Is A Heaven, Let's Keep It A Secret",https://www.azlyrics.com/lyrics/bringmethehorizon/crucifyme.html,rock
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/myfault.html,rap
Bring Me The Horizon,2010,"There Is A Hell, Believe Me I've Seen It. There Is A Heaven, Let's Keep It A Secret",https://www.azlyrics.com/lyrics/bringmethehorizon/blessedwithacurse.html,rock
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/fashionablylate.html,rock
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/stevebermanskit77667.html,rap
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/seenitallbefore.html,rock
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/welcome.html,rock
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/getusedtome.html,pop
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/stepdadintro.html,rap
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/darkness.html,rap
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/keepholdingon.html,rock
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/ros.html,rap
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/canyoufeelmyheart.html,rock
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/thepeopleschampintro.html,rap
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/queenforqueen.html,rock
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/unaccommodating.html,rap
Justin Bieber,2012,Believe,https://www.azlyrics.com/lyrics/justinbieber/boyfriend.html,pop
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/myapocalypseii.html,rock
Bring Me The Horizon,2008,Suicide Season,https://www.azlyrics.com/lyrics/bringmethehorizon/noneedforintroductionsivereadaboutgirlslikeyouonthebackoftoiletdoors.html,rock
Mac Miller,2009,The High Life,https://www.azlyrics.com/lyrics/macmiller/musicalchairs.html,rap
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/samebitches.html,rap
Post Malone,2016,August 26,https://www.azlyrics.com/lyrics/postmalone/monte.html,rap
DREAMERS,2018,FLY,https://www.azlyrics.com/lyrics/dreamers/misfitstshirt.html,rock
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/trafficinthesky.html,rap
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/thewayiam.html,rap
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/mockingbird.html,rap
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/eternallyyours.html,rock
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/withoutme.html,rap
DREAMERS,2019,LAUNCH FLY LAND,https://www.azlyrics.com/lyrics/dreamers/insomniac.html,rock
Bring Me The Horizon,2015,That's The Spirit,https://www.azlyrics.com/lyrics/bringmethehorizon/blasphemy.html,rock
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/thehereticanthem.html,rock
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/justloseit.html,rap
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/lifeainteasy.html,rap
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/iloveyoumore.html,rap
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/watch.html,pop
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/mynameis.html,rap
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/sleepwalking.html,rock
Slipknot,2019,We Are Not Your Kind,https://www.azlyrics.com/lyrics/slipknot/criticaldarling.html,rock
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/inthebag.html,rap
Slipknot,2019,We Are Not Your Kind,https://www.azlyrics.com/lyrics/slipknot/spiders.html,rock
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/sugarhoneyicetea.html,rock
DREAMERS,2016,This Album Does Not Exist,https://www.azlyrics.com/lyrics/dreamers/nevertoolatetodance.html,rock
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/weasamericans.html,rap
Eminem,1996,Infinite,https://www.azlyrics.com/lyrics/eminem/openmic.html,rap
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/asshole.html,rap
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/dontgetclose.html,rock
Motionless in White,2014,Reincarnate,https://www.azlyrics.com/lyrics/motionlessinwhite/darkpassenger.html,rock
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/superhero.html,rock
Mac Miller,2013,Delusional Thomas,https://www.azlyrics.com/lyrics/macmiller/halo.html,rap
Mac Miller,2018,Swimming,https://www.azlyrics.com/lyrics/macmiller/wings.html,rap
Slipknot,1999,Slipknot,https://www.azlyrics.com/lyrics/slipknot/purity.html,rock
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/killyou.html,rap
Mac Miller,2011,On And On And Beyond,https://www.azlyrics.com/lyrics/macmiller/intheair.html,rap
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/yourstrulyaustinpost.html,rap
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/remindme.html,rap
Eminem,2003,Straight From The Lab,https://www.azlyrics.com/lyrics/eminem/doerayme.html,rap
Eminem,1996,Infinite,https://www.azlyrics.com/lyrics/eminem/wegointerlude.html,rap
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/marshallmathers.html,rap
DREAMERS,2018,LAUNCH,https://www.azlyrics.com/lyrics/dreamers/karma.html,rock
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/rickytickytoc.html,rap
Post Malone,2016,August 26,https://www.azlyrics.com/lyrics/postmalone/goddamn.html,rap
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/thekissskit.html,rap
Post Malone,2019,Hollywood's Bleeding,https://www.azlyrics.com/lyrics/postmalone/staringatthesun.html,rap
Justin Bieber,2013,Believe Acoustic,https://www.azlyrics.com/lyrics/justinbieber/takeyouacousticversion.html,pop
Mac Miller,2011,Blue Slide Park,https://www.azlyrics.com/lyrics/macmiller/ofthesoul.html,rap
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/dangerkeepaway.html,rock
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/badguy.html,rap
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/walkonwater.html,rap
DREAMERS,2016,This Album Does Not Exist,https://www.azlyrics.com/lyrics/dreamers/luckydog.html,rock
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/rollingstone.html,rock
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/ifallapart.html,rap
Mac Miller,2011,"I Love Life, Thank You",https://www.azlyrics.com/lyrics/macmiller/allthat.html,rap
Post Malone,2019,Hollywood's Bleeding,https://www.azlyrics.com/lyrics/postmalone/myself.html,rap
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/sickfromthemelt.html,rock
Justin Bieber,2010,My World 2.0,https://www.azlyrics.com/lyrics/justinbieber/kisstell.html,pop
Bring Me The Horizon,2015,That's The Spirit,https://www.azlyrics.com/lyrics/bringmethehorizon/throne.html,rock
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/feelingwhitney.html,rap
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/mynameis.html,rap
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/lovegame.html,rap
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/claymation.html,rap
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/onelife.html,pop
DREAMERS,2019,LAUNCH FLY LAND,https://www.azlyrics.com/lyrics/dreamers/celebrate.html,rock
Bring Me The Horizon,2010,"There Is A Hell, Believe Me I've Seen It. There Is A Heaven, Let's Keep It A Secret",https://www.azlyrics.com/lyrics/bringmethehorizon/blacklist.html,rock
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/fuckyouandallyourfriends.html,rock
Eminem,2003,Straight From The Lab,https://www.azlyrics.com/lyrics/eminem/bully.html,rap
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/oceaneyes.html,pop
Bring Me The Horizon,2008,Suicide Season,https://www.azlyrics.com/lyrics/bringmethehorizon/thesadnesswillneverend.html,rock
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/bananamontana.html,rock
Bring Me The Horizon,2019,amo,https://www.azlyrics.com/lyrics/bringmethehorizon/idontknowwhattosay.html,rock
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/champion.html,rock
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/destroyingeverything.html,rock
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/lalala.html,rap
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/untitled.html,rap
Mac Miller,2016,The Divine Feminine,https://www.azlyrics.com/lyrics/macmiller/skin.html,rap
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/friends.html,rap
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/whenlovemetdestruction.html,rock
Justin Bieber,2009,My World,https://www.azlyrics.com/lyrics/justinbieber/onelesslonelygirlfrenchadaptation.html,pop
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/gameover.html,rock
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/wemadeyou.html,rap
Motionless in White,2010,Creatures,https://www.azlyrics.com/lyrics/motionlessinwhite/citylights.html,rock
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/oldtimessake.html,rap
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/withoutme.html,rap
Slipknot,2001,Iowa,https://www.azlyrics.com/lyrics/slipknot/myplague.html,rock
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/imnotreal.html,rap
Justin Bieber,2020,Changes,https://www.azlyrics.com/lyrics/justinbieber/yummyremix.html,pop
Bring Me The Horizon,2015,That's The Spirit,https://www.azlyrics.com/lyrics/bringmethehorizon/happysong.html,rock
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/illbethere.html,rap
Justin Bieber,2013,Believe Acoustic,https://www.azlyrics.com/lyrics/justinbieber/aslongasyoulovemeacousticversion.html,pop
Mac Miller,2011,On And On And Beyond,https://www.azlyrics.com/lyrics/macmiller/putiton.html,rap
Mac Miller,2009,The Jukebox: Prelude To Class Clown,https://www.azlyrics.com/lyrics/macmiller/onsomerealshit100000bars.html,rap
Bring Me The Horizon,2015,That's The Spirit,https://www.azlyrics.com/lyrics/bringmethehorizon/truefriends.html,rock
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/voices.html,rock
DREAMERS,2019,LAUNCH FLY LAND,https://www.azlyrics.com/lyrics/dreamers/dizzy.html,rock
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/intoodeep.html,rap
Mac Miller,2020,Circles,https://www.azlyrics.com/lyrics/macmiller/hands.html,rap
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/wearmyhat.html,rap
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/beautiful.html,rap
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/custer.html,rock
Falling In Reverse,2013,Fashionably Late,https://www.azlyrics.com/lyrics/fallinginreverse/badgirlsclub.html,rock
Eminem,2009,Relapse: Refill,https://www.azlyrics.com/lyrics/eminem/takingmyball.html,rap
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/burn.html,pop
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/iamwhoamkillintime.html,rap
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/insomniak.html,rap
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/wtp.html,rap
Eminem,1998,Slim Shady EP,https://www.azlyrics.com/lyrics/eminem/murdermurder.html,rap
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/mustbetheganja.html,rap
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/goosebumpz.html,rap
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/oneshot2shot.html,rap
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/underground.html,rap
Eminem,2003,Straight From The Lab,https://www.azlyrics.com/lyrics/eminem/weasamericans.html,rap
Eminem,2014,Shady XV,https://www.azlyrics.com/lyrics/eminem/detroitvseverybody.html,rap
Mac Miller,2011,"I Love Life, Thank You",https://www.azlyrics.com/lyrics/macmiller/thescooponheaven.html,rap
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/sanfrancisco.html,rap
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/ifihad.html,rap
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/bitchskit.html,rap
Justin Bieber,2011,Under The Mistletoe,https://www.azlyrics.com/lyrics/justinbieber/falalaacapella.html,pop
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/buryafriend.html,pop
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/goodevening.html,rap
Justin Bieber,2011,Never Say Never - The Remixes,https://www.azlyrics.com/lyrics/justinbieber/thatshouldbemeremix.html,pop
Justin Bieber,2010,My World 2.0,https://www.azlyrics.com/lyrics/justinbieber/neverletyougo.html,pop
Justin Bieber,2010,My World 2.0,https://www.azlyrics.com/lyrics/justinbieber/thatshouldbeme.html,pop
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/company.html,pop
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/watchingmovies.html,rap
DREAMERS,2016,This Album Does Not Exist,https://www.azlyrics.com/lyrics/dreamers/sweetdisaster.html,rock
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/goat.html,rap
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/theapple.html,rap
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/ascension.html,rap
Post Malone,2018,Beerbongs &amp; Bentleys,https://www.azlyrics.com/lyrics/postmalone/92explorer.html,rap
Mac Miller,2011,"I Love Life, Thank You",https://www.azlyrics.com/lyrics/macmiller/boombaprap.html,rap
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/saygoodbyehollywood.html,rap
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/shitonyou.html,rap
Bring Me The Horizon,2013,Sempiternal,https://www.azlyrics.com/lyrics/bringmethehorizon/crookedyoung.html,rock
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/blackdamaskthefog.html,rock
Eminem,2010,Recovery,https://www.azlyrics.com/lyrics/eminem/youreneverover.html,rap
Justin Bieber,2013,Journals,https://www.azlyrics.com/lyrics/justinbieber/allthatmatters.html,pop
DREAMERS,2016,This Album Does Not Exist,https://www.azlyrics.com/lyrics/dreamers/tothefire.html,rock
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/apocolips232915.html,rock
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/getmoneyfreestyle.html,rap
Bring Me The Horizon,2015,That's The Spirit,https://www.azlyrics.com/lyrics/bringmethehorizon/followyou.html,rock
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/godifyouareabove.html,rock
Mac Miller,2020,Circles,https://www.azlyrics.com/lyrics/macmiller/handmedowns.html,rap
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/congratulations.html,rap
Motionless in White,2017,Graveyard Shift,https://www.azlyrics.com/lyrics/motionlessinwhite/theladder.html,rock
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/duality.html,rock
Mac Miller,2015,GO:OD AM,https://www.azlyrics.com/lyrics/macmiller/timeflies.html,rap
Bring Me The Horizon,2004,The Bedroom Sessions,https://www.azlyrics.com/lyrics/bringmethehorizon/shedlight.html,rock
Bring Me The Horizon,2015,That's The Spirit,https://www.azlyrics.com/lyrics/bringmethehorizon/whatyouneed.html,rock
Slipknot,1999,Slipknot,https://www.azlyrics.com/lyrics/slipknot/spititout.html,rock
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/whatdoyoudo.html,rap
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/getemup.html,rap
Mac Miller,2011,Best Day Ever,https://www.azlyrics.com/lyrics/macmiller/donaldtrump.html,rap
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/chemicalprisoner.html,rock
Billie Eilish,2017,Dont Smile At Me,https://www.azlyrics.com/lyrics/billieeilish/partyfavor.html,pop
Eminem,2009,Relapse: Refill,https://www.azlyrics.com/lyrics/eminem/buffalobill.html,rap
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/yougonlearn.html,rap
Motionless in White,2014,Reincarnate,https://www.azlyrics.com/lyrics/motionlessinwhite/deadasfuck.html,rock
Eminem,2020,Music To Be Murdered By,https://www.azlyrics.com/lyrics/eminem/stepdad.html,rap
Mac Miller,2020,Circles,https://www.azlyrics.com/lyrics/macmiller/circles.html,rap
Justin Bieber,2009,My World,https://www.azlyrics.com/lyrics/justinbieber/commondenominator.html,pop
Slipknot,2004,Vol 3: (The Subliminal Verses),https://www.azlyrics.com/lyrics/slipknot/beforeiforget.html,rock
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/1threw8.html,rap
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/tokeepfromgettingburned.html,rock
DREAMERS,2016,This Album Does Not Exist,https://www.azlyrics.com/lyrics/dreamers/wolvesyougotme.html,rock
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/publicserviceannouncementskit.html,rap
Motionless in White,2012,Infamous,https://www.azlyrics.com/lyrics/motionlessinwhite/hatefuck279249.html,rock
Slipknot,2019,We Are Not Your Kind,https://www.azlyrics.com/lyrics/slipknot/birthofthecruel.html,rock
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/crazyinlove.html,rap
Eminem,2002,The Eminem Show,https://www.azlyrics.com/lyrics/eminem/stevebermanskit23435.html,rap
Mac Miller,2012,Macadelic,https://www.azlyrics.com/lyrics/macmiller/loud.html,rap
Mac Miller,2009,The High Life,https://www.azlyrics.com/lyrics/macmiller/ridinhigh.html,rap
Eminem,1999,Slim Shady LP,https://www.azlyrics.com/lyrics/eminem/braindamage.html,rap
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/insane.html,rap
Eminem,2009,Relapse,https://www.azlyrics.com/lyrics/eminem/medicineball.html,rap
Bring Me The Horizon,2019,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,https://www.azlyrics.com/lyrics/bringmethehorizon/likeseeingspidersrunningriotonyourloversgrave.html,rock
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/hittheground.html,pop
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/theseventhcircle.html,rock
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/8.html,pop
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/somuchbetter.html,rap
Eminem,2018,Kamikaze,https://www.azlyrics.com/lyrics/eminem/kamikaze.html,rap
Mac Miller,2018,Swimming,https://www.azlyrics.com/lyrics/macmiller/selfcare.html,rap
